verdict	convention	pattern	dyn_uses	class	java_kind	concrete_impls	why	sample_sites
fix	STRUCT	P1	2	InstructionBlock	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/lang/instruction_block.rs:430 ghidra-rs/src/program/model/lang/instruction_block.rs:481
fix	STRUCT	P1	2	VariableUtilities	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/listing/variable_utilities.rs:1881 ghidra-rs/src/util/stack_frame_impl.rs:66
fix	STRUCT	P1	2	InstructionPcodeOverride	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/listing/instruction_pcode_override.rs:23 ghidra-rs/src/program/model/listing/instruction_pcode_override.rs:551
fix	STRUCT	P1	2	FunctionSignatureImpl	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/listing/function_signature_impl.rs:16 ghidra-rs/src/program/model/listing/function_signature_impl.rs:207
fix	STRUCT	P5	2	VariableImpl	class	8	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/listing/variable_impl.rs:31 ghidra-rs/src/program/model/listing/variable_impl.rs:1357
fix	STRUCT	P1	2	DynamicHash	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/pcode/dynamic_entry.rs:157 ghidra-rs/src/program/model/pcode/dynamic_hash.rs:798
fix	STRUCT	P1	2	HighConstant	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/pcode/high_constant.rs:404 ghidra-rs/src/program/model/pcode/high_constant.rs:429
fix	STRUCT	P1	2	HighCodeSymbol	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/pcode/high_code_symbol.rs:40 ghidra-rs/src/program/model/pcode/high_code_symbol.rs:348
fix	STRUCT	P1	2	HighFunctionDBUtil	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/pcode/high_function_db_util.rs:1363 ghidra-rs/src/program/model/pcode/high_function_db_util.rs:1386
fix	STRUCT	P1	2	FunctionPrototype	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/pcode/function_prototype.rs:294 ghidra-rs/src/program/model/pcode/high_function.rs:112
fix		P1	2	SymbolUtilities	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/symbol/symbol_utilities.rs:9 ghidra-rs/src/program/model/symbol/symbol_utilities.rs:9
fix		P1	2	BitFieldDataType	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/data_type.rs:666 ghidra-rs/src/program/model/data/data_organization_impl.rs:895
fix		P1	2	PointerType	enum	0	Java is a enum, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/pointer_type.rs:100 ghidra-rs/src/program/model/data/pointer_type.rs:125
fix		P1	2	SignedDWordDataType	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/dword_data_type.rs:70 ghidra-rs/src/program/model/data/dword_data_type.rs:116
fix		P1	2	SignedWordDataType	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/word_data_type.rs:70 ghidra-rs/src/program/model/data/word_data_type.rs:116
fix		P1	2	UnsignedIntegerDataType	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/integer_data_type.rs:82 ghidra-rs/src/program/model/data/integer_data_type.rs:227
fix		P1	2	UnsignedShortDataType	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/short_data_type.rs:82 ghidra-rs/src/program/model/data/short_data_type.rs:227
fix		P1	2	UnsignedLongDataType	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/long_data_type.rs:86 ghidra-rs/src/program/model/data/long_data_type.rs:231
fix		P1	2	UnsignedLongLongDataType	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/long_long_data_type.rs:87 ghidra-rs/src/program/model/data/long_long_data_type.rs:232
fix		P1	2	SignedQWordDataType	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/qword_data_type.rs:70 ghidra-rs/src/program/model/data/qword_data_type.rs:116
fix		P1	2	MetaDataType	enum	0	Java is a enum, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/noisy_structure_builder.rs:116 ghidra-rs/src/program/model/data/noisy_structure_builder.rs:401
fix		P1	2	AlignedComponentPacker	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/aligned_structure_packer.rs:86 ghidra-rs/src/program/model/data/aligned_structure_packer.rs:370
fix		P1	2	SignedByteDataType	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/byte_data_type.rs:89 ghidra-rs/src/program/model/data/byte_data_type.rs:135
fix		P1	2	DefaultDataType	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/default_data_type.rs:36 ghidra-rs/src/program/model/data/default_data_type.rs:321
fix		P1	2	CompositeDataTypeElementInfo	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/util/composite_data_type_element_info.rs:19 ghidra-rs/src/program/model/util/composite_data_type_element_info.rs:83
fix	ITER	P1	2	SubroutineDestReferenceIterator	class	0	decided ITER: becomes a type implementing std::iter::Iterator	ghidra-rs/src/program/model/block/subroutine_dest_reference_iterator.rs:658 ghidra-rs/src/program/model/block/subroutine_dest_reference_iterator.rs:676
fix	STRUCT	P1	2	SleighDebugLogger	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/util/instruction_utils.rs:69 ghidra-rs/src/app/plugin/processors/sleigh/sleigh_debug_logger.rs:489
fix		P1	2	UndefinedFunction	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/util/undefined_function.rs:41 ghidra-rs/src/util/undefined_function.rs:41
fix	ITER	P3	2	AbstractDirectedLongKeyIterator	class	2	decided ITER: becomes a type implementing std::iter::Iterator	ghidra-rs/src/util/seam_stubs.rs:374 ghidra-rs/src/util/database/abstract_directed_long_key_iterator.rs:83
fix	STRUCT	P1	2	WeakDataStructureFactory	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/util/datastruct/weak_data_structure_factory.rs:34 ghidra-rs/src/util/datastruct/weak_data_structure_factory.rs:53
fix		P1	2	CopyOnReadWeakSet	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/util/datastruct/copy_on_read_weak_set.rs:59 ghidra-rs/src/util/datastruct/copy_on_read_weak_set.rs:128
fix		P1	2	FixedSizeHashMap	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/util/datastruct/fixed_size_hash_map.rs:49 ghidra-rs/src/util/datastruct/fixed_size_hash_map.rs:114
fix	STRUCT	P1	2	DBCachedObjectStoreValueCollection	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/util/database/db_cached_object_store_map.rs:158 ghidra-rs/src/util/database/db_cached_object_store_map.rs:345
fix		PA	2	DBAnnotatedField	@interface	-1	Java annotation type -- not a runtime type, so there is nothing to dispatch over. Delete the trait object: the metadata belongs in a derive macro, a registry table or a const, and `dyn` over it is wrong code rather than an open question	ghidra-rs/src/util/database/annot/db_annotated_field.rs:71 ghidra-rs/src/util/database/annot/db_annotated_field.rs:80
fix		P1	2	DependencyGraph	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/util/graph/dependency_graph.rs:46 ghidra-rs/src/util/graph/dependency_graph.rs:171
fix		P1	2	BuiltInSourceArchive	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/app/plugin/core/datamgr/archive/built_in_source_archive.rs:6 ghidra-rs/src/app/plugin/core/datamgr/archive/built_in_source_archive.rs:104
fix		P1	2	PcodeEmitObjects	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/app/plugin/processors/sleigh/pcode_emit_objects.rs:303 ghidra-rs/src/app/plugin/processors/sleigh/pcode_emit_objects.rs:306
fix	STRUCT	P1	2	PcodeEmitPacked	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/plugin/processors/sleigh/pcode_emit_packed.rs:499 ghidra-rs/src/app/plugin/processors/sleigh/pcode_emit_packed.rs:502
fix	STRUCT	P1	2	PseudoDisassembler	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/util/pseudo_disassembler.rs:595 ghidra-rs/src/app/util/pseudo_disassembler.rs:614
fix	STRUCT	P5	2	ListingField	interface	9	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/util/listing_highlight_provider.rs:34 ghidra-rs/src/app/util/listing_highlight_provider.rs:83
fix	STRUCT	P1	2	Loaded	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/util/opinion/loaded.rs:30 ghidra-rs/src/app/util/opinion/loaded.rs:634
fix		P1	2	CoordinatedStructureDisplay	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/app/merge/structures/display_coordinator.rs:36 ghidra-rs/src/app/merge/structures/display_coordinator.rs:50
fix		P1	2	FunctionComparisonPanel	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/app/services/function_comparison_service.rs:76 ghidra-rs/src/app/services/function_comparison_service.rs:117
fix		P1	2	DefaultTraceRmiAcceptor	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/app/services/internal_trace_rmi_service.rs:25 ghidra-rs/src/app/services/internal_trace_rmi_service.rs:113
fix		P1	2	TraceRmiHandler	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/app/services/internal_trace_rmi_service.rs:28 ghidra-rs/src/app/services/internal_trace_rmi_service.rs:117
fix		P1	2	SearchSettings	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/app/services/memory_search_service.rs:24 ghidra-rs/src/app/services/memory_search_service.rs:66
fix		P1	2	ProgramSelection	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/app/services/debugger_listing_service.rs:81 ghidra-rs/src/app/services/debugger_listing_service.rs:227
fix	STRUCT	P1	2	ListingPanel	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/services/debugger_listing_service.rs:113 ghidra-rs/src/app/services/debugger_listing_service.rs:243
fix		P1	2	MultiBlendedListingBackgroundColorModel	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/app/services/debugger_listing_service.rs:114 ghidra-rs/src/app/services/debugger_listing_service.rs:244
fix		P1	2	DecompileResults	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/app/decompiler/decompiler_location.rs:22 ghidra-rs/src/app/decompiler/decompiler_location.rs:61
fix		P1	2	DecompilerPanel	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/app/decompiler/decompiler_margin_service.rs:18 ghidra-rs/src/app/decompiler/decompiler_margin_service.rs:37
fix	STRUCT	P5	2	MemoryState	interface	4	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/emulator/emulator.rs:102 ghidra-rs/src/app/emulator/emulator.rs:415
fix	STRUCT	P1	2	FilteredMemoryState	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/emulator/emulator.rs:112 ghidra-rs/src/app/emulator/emulator.rs:423
fix		P1	2	DBTraceRegisterContextSpace	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/trace/seam_stubs.rs:1744 ghidra-rs/src/trace/database/context/db_trace_register_context_manager.rs:20
fix	STRUCT	P1	2	DBTraceEquate	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/trace/database/symbol/db_trace_equate.rs:300 ghidra-rs/src/trace/database/symbol/db_trace_equate.rs:333
fix	STRUCT	P1	2	DBTraceObjectValueRStarTree	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/trace/database/target/db_trace_object_value_r_star_tree.rs:7 ghidra-rs/src/trace/database/target/db_trace_object_value_r_star_tree.rs:244
fix	STRUCT	P1	2	DBTraceDefinedUnitsView	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/trace/database/listing/db_trace_defined_units_view.rs:380 ghidra-rs/src/trace/database/listing/db_trace_code_space.rs:127
fix		P1	2	DBTraceInstructionsView	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/trace/database/listing/db_trace_code_space.rs:97 ghidra-rs/src/trace/database/listing/db_trace_code_space.rs:214
fix		P1	2	DBTraceDefinedDataView	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/trace/database/listing/db_trace_code_space.rs:112 ghidra-rs/src/trace/database/listing/db_trace_code_space.rs:217
fix		P1	2	DBTraceUndefinedDataView	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/trace/database/listing/db_trace_code_space.rs:119 ghidra-rs/src/trace/database/listing/db_trace_code_space.rs:220
fix	STRUCT	P1	2	DefaultTraceObjectSchema	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/trace/model/target/schema/default_trace_object_schema.rs:93 ghidra-rs/src/trace/model/target/schema/default_trace_object_schema.rs:182
fix	STRUCT	P2	2	StringSettingsDefinition	interface	1	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/docking/settings/settings.rs:33 ghidra-rs/src/docking/settings/string_settings_definition.rs:156
fix		P1	2	VTMatchInfo	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/feature/seam_stubs.rs:574 ghidra-rs/src/feature/vt/api/main/db/vt_match_table_db_adapter.rs:111
fix		P1	2	VTMatchSetDB	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/feature/seam_stubs.rs:575 ghidra-rs/src/feature/vt/api/main/db/vt_match_table_db_adapter.rs:112
fix		P1	2	VTMatchTagDB	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/feature/seam_stubs.rs:577 ghidra-rs/src/feature/vt/api/main/db/vt_match_table_db_adapter.rs:114
fix		P1	2	C13FileChecksum	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/format/pdb2/pdbreader/c13_file_checksum.rs:162 ghidra-rs/src/format/pdb2/pdbreader/c13_file_checksum.rs:191
fix	STRUCT	P1	2	DataHighLevelShaderLanguageSymbolInternals32Extended	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/format/pdb2/pdbreader/symbol/data_high_level_shader_language_symbol_internals.rs:105 ghidra-rs/src/format/pdb2/pdbreader/symbol/data_high_level_shader_language_symbol_internals.rs:353
fix		P1	2	InlinedFunctionCallsiteExtendedMsSymbol	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/format/pdb2/pdbreader/symbol/inlined_function_callsite_extended_ms_symbol.rs:11 ghidra-rs/src/format/pdb2/pdbreader/symbol/inlined_function_callsite_extended_ms_symbol.rs:235
fix	STRUCT	P1	2	GraphAlgorithms	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/graph/graph_algorithms.rs:238 ghidra-rs/src/graph/graph_algorithms.rs:835
fix		P1	2	ConsistencyChecker	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/decompiler/slgh_compile/consistency_checker.rs:18 ghidra-rs/src/decompiler/slgh_compile/consistency_checker.rs:142
fix	STRUCT	P1	1	BufferFileAdapter	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/framework/db/buffers/buffer_file_adapter.rs:173
fix		P1	1	ChangeMapFile	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/framework/db/buffers/change_map_file.rs:85
fix	STRUCT	P1	1	ManagedBufferFileAdapter	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/framework/db/buffers/managed_buffer_file_adapter.rs:270
fix	STRUCT	P1	1	BufferNode	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/framework/db/buffers/buffer_node.rs:10
fix	STRUCT	P3	1	RemoteBufferFileHandle	interface	2	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/framework/db/buffers/remote_buffer_file_handle.rs:198
fix		PA	1	PluginInfo	@interface	-1	Java annotation type -- not a runtime type, so there is nothing to dispatch over. Delete the trait object: the metadata belongs in a derive macro, a registry table or a const, and `dyn` over it is wrong code rather than an open question	ghidra-rs/src/framework/plugintool/plugin_info.rs:111
fix	STRUCT	P1	1	PluginUtils	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/framework/plugintool/util/plugin_utils.rs:175
fix	STRUCT	P2	1	DataFileHandle	interface	1	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/framework/client/repository_adapter.rs:222
fix	STRUCT	P1	1	Version	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/framework/model/domain_file.rs:429
fix	STRUCT	P2	1	RemoteRepositoryHandle	interface	1	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/framework/remote/remote_repository_handle.rs:263
fix		P1	1	FileSystemInitializer	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/framework/store/file_system_initializer.rs:88
fix		P1	1	IndexedLocalFileSystem	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/framework/store/local/indexed_local_file_system.rs:537
fix		P1	1	PackedDatabase	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/framework/store/db/packed_database.rs:140
fix	STRUCT	P1	1	GhidraURLConnection	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/framework/protocol/ghidra/ghidra_url_connection.rs:324
fix	STRUCT	P1	1	GhidraURL	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/framework/protocol/ghidra/ghidra_url.rs:899
fix		P1	1	BlockIfGoto	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/seam_stubs.rs:1613
fix		P1	1	BlockMultiGoto	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/seam_stubs.rs:1619
fix		P1	1	DbCache	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/database/db_cache.rs:282
fix	STRUCT	P1	1	ProgramCompilerSpec	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/database/program_compiler_spec.rs:299
fix		P1	1	GhidraProgramMultiUserMergeManagerFactory	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/database/ghidra_program_multi_user_merge_manager_factory.rs:73
fix		P1	1	GhidraDataTypeArchiveMergeManagerFactory	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/database/ghidra_data_type_archive_merge_manager_factory.rs:74
fix	STRUCT	P1	1	DataTypeArchiveDB	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/database/data_type_archive_db.rs:394
fix	STRUCT	P1	1	ListingDB	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/database/listing_db.rs:494
fix	STRUCT	P5	1	MemoryMapDBAdapter	class	4	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/database/mem/memory_map_db_adapter.rs:663
fix	STRUCT	P1	1	ClassSymbol	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/database/symbol/class_symbol.rs:236
fix	STRUCT	P1	1	FunctionSymbol	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/database/symbol/function_symbol.rs:485
fix	STRUCT	P1	1	SourceFileManagerDB	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/database/sourcemap/source_file_manager_db.rs:414
fix		P1	1	RefListFlagsV0	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/database/references/ref_list_flags_v0.rs:229
fix		P1	1	BigRefListV0	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/database/references/big_ref_list_v0.rs:445
fix		P1	1	RefListV0	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/database/references/ref_list_v0.rs:389
fix		P1	1	OldLanguageFactory	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/lang/language_version_exception.rs:129
fix	STRUCT	P1	1	LanguageVersionException	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/lang/language_version_exception.rs:660
fix		P1	1	DynamicVariableStorage	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/lang/dynamic_variable_storage.rs:121
fix		P1	1	ParamListRegisterOut	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/lang/param_list_register_out.rs:162
fix		P1	1	ParamListStandardOut	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/lang/param_list_standard_out.rs:242
fix	STRUCT	P1	1	BasicLanguageDescription	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/lang/basic_language_description.rs:133
fix	STRUCT	P1	1	InjectPayloadCallfixup	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/lang/inject_payload_callfixup.rs:144
fix	STRUCT	P5	1	LocalVariable	interface	4	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/listing/local_variable.rs:246
fix	STRUCT	P1	1	AutoParameterImpl	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/listing/auto_parameter_impl.rs:827
fix	STRUCT	P1	1	CodeUnitFormat	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/listing/code_unit_format.rs:1836
fix	STRUCT	P1	1	StubMemory	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/mem/stub_memory.rs:734
fix	STRUCT	P1	1	DynamicEntry	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/pcode/dynamic_entry.rs:487
fix		P1	1	JumpTable	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/pcode/high_function.rs:119
fix		P2	1	FileArchiveBasedDataTypeManager	interface	1	interface with exactly one concrete implementer -- Java's header-file idiom, use the struct	ghidra-rs/src/program/model/data/file_archive_based_data_type_manager.rs:30
fix		P1	1	DataTypeTransferable	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/data_type_transferable.rs:140
fix		P1	1	NoisyStructureBuilder	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/noisy_structure_builder.rs:599
fix	STRUCT	P1	1	DataTypeArchiveIdDumper	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/data/data_type_archive_id_dumper.rs:247
fix		P1	1	AlignedStructurePacker	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/aligned_structure_packer.rs:399
fix		P1	1	ParameterDefinitionImpl	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/parameter_definition_impl.rs:598
fix	STRUCT	P4	1	CountedDynamicDataType	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/data/counted_dynamic_data_type.rs:327
fix		P1	1	FunctionDefinitionDataType	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/function_definition_data_type.rs:905
fix		P1	1	PointerDataType	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/pointer_data_type.rs:860
fix	STRUCT	P1	1	ProgramArchitectureTranslator	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/data/program_architecture_translator.rs:634
fix		P1	1	StructureDataType	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/structure_data_type.rs:259
fix		P1	1	StructureFactory	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/structure_factory.rs:21
fix	STRUCT	P1	1	SymbolicPropogator	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/util/symbolic_propogator.rs:537
fix	STRUCT	P1	1	GhidraJarBuilder	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/util/ghidra_jar_builder.rs:526
fix	ITER	P3	1	DirectedLongKeyIterator	interface	2	decided ITER: becomes a type implementing std::iter::Iterator	ghidra-rs/src/util/database/directed_long_key_iterator.rs:65
fix	ITER	P3	1	AbstractDirectedRecordIterator	class	2	decided ITER: becomes a type implementing std::iter::Iterator	ghidra-rs/src/util/database/abstract_directed_record_iterator.rs:73
fix	STRUCT	P1	1	GTimer	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/util/timer/g_timer.rs:188
fix		P2	1	CharSetRecognizer	interface	1	interface with exactly one concrete implementer -- Java's header-file idiom, use the struct	ghidra-rs/src/util/ascii/mod.rs:75
fix		P1	1	ClassDir	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/util/classfinder/class_dir.rs:91
fix	STRUCT	P1	1	DepthFirstSearch	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/util/graph/depth_first_search.rs:195
fix		P1	1	GFileSystemFactoryIgnore	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/filesystem/gfilesystem/factory/g_file_system_factory_ignore.rs:32
fix		PA	1	FileSystemInfo	@interface	-1	Java annotation type -- not a runtime type, so there is nothing to dispatch over. Delete the trait object: the metadata belongs in a derive macro, a registry table or a const, and `dyn` over it is wrong code rather than an open question	ghidra-rs/src/filesystem/gfilesystem/annotations/file_system_info.rs:105
fix	STRUCT	P2	1	AssemblerBuilder	interface	1	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/plugin/assembler/assembler_builder.rs:520
fix	STRUCT	P1	1	SleighAssemblerBuilder	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/plugin/assembler/sleigh/sleigh_assembler_builder.rs:544
fix	STRUCT	P5	1	AbstractAssemblyResolution	class	4	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/plugin/assembler/sleigh/sem/abstract_assembly_resolution.rs:260
fix	STRUCT	P1	1	DefaultAssemblyResolvedBackfill	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/plugin/assembler/sleigh/sem/default_assembly_resolved_backfill.rs:122
fix		P1	1	AssemblyExtendedProduction	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/app/plugin/assembler/sleigh/grammars/assembly_extended_grammar.rs:43
fix	STRUCT	P1	1	AssemblyFixedNumericTerminal	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/plugin/assembler/sleigh/symbol/assembly_fixed_numeric_terminal.rs:369
fix		P1	1	AssemblyParseTransitionTable	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/app/plugin/assembler/sleigh/parse/assembly_parse_transition_table.rs:156
fix	STRUCT	P1	1	AssemblyParseActionGotoTable	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/plugin/assembler/sleigh/parse/assembly_parse_action_goto_table.rs:395
