class	kind	n_concrete	extension_point	concrete_implementers
DBTraceSymbolMultipleTypesWithLocationView	class	0	0	
DBTraceThread	class	0	0	
DBTraceThreadManager	class	0	0	
DBTraceThreadManagerTest	class	0	0	
DBTraceTimeManager	class	0	0	
DBTraceTimeManagerTest	class	0	0	
DBTraceTimeViewport	class	0	0	
DBTraceTimeViewportTest	class	0	0	
DBTraceUndefinedDataMemoryView	class	0	0	
DBTraceUndefinedDataView	class	0	0	
DBTraceUserData	class	0	0	
DBTraceUtils	enum	0	0	
DBTraceVariableSnapProgramView	class	0	0	
DBTreeDataRecord	class	1	0	DBTraceObjectValueData
DBTreeNodeRecord	class	1	0	DBTraceObjectValueNode
DBTreeRecord	class	2	0	DBTraceObjectValueData,DBTraceObjectValueNode
DBVarKeyTableTest	class	0	0	
DBWithUserDataContentHandler	class	2	1	DBTraceContentHandler,ProgramContentHandler
DIEAggregate	class	0	0	
DIEContainer	class	0	0	
DIECreator	class	0	0	
DIECreatorTest	class	0	0	
DNLEdgeLabelRenderer	class	0	0	
DNLayoutOptions	class	0	0	
DOSHeader	class	0	0	
DSymSectionProvider	class	0	0	
DWARFAbbreviation	class	0	0	
DWARFAccessibility	enum	0	0	
DWARFAddressListHeader	class	0	0	
DWARFAnalyzer	class	0	1	
DWARFAttribute	class	0	0	
DWARFAttributeClass	enum	0	0	
DWARFAttributeDef	class	0	0	
DWARFAttributeFactoryTest	class	0	0	
DWARFAttributeId	enum	0	0	
DWARFAttributeValue	interface	6	0	DWARFBlobAttribute,DWARFBooleanAttribute,DWARFIndirectAttribute,DWARFMissingAttributeValue,DWARFNumericAttribute,DWARFStringAttribute
DWARFBlobAttribute	class	0	0	
DWARFBooleanAttribute	class	0	0	
DWARFChildren	class	0	0	
DWARFCompilationUnit	class	0	0	
DWARFConflictHandlerTest	class	0	0	
DWARFDataInstanceHelper	class	0	0	
DWARFDataTypeConflictHandler	class	0	0	
DWARFDataTypeImporter	class	0	0	
DWARFDataTypeImporterTest	class	0	0	
DWARFDataTypeManager	class	0	0	
DWARFEncoding	class	0	0	
DWARFEndianity	class	0	0	
DWARFException	class	0	0	
DWARFExpression	class	0	0	
DWARFExpressionEvaluator	class	0	0	
DWARFExpressionEvaluatorTest	class	0	0	
DWARFExpressionException	class	3	0	DWARFExpressionTerminalDerefException,DWARFExpressionUnsupportedOpException,DWARFExpressionValueException
DWARFExpressionInstruction	class	0	0	
DWARFExpressionOpCode	enum	0	0	
DWARFExpressionOperandType	enum	0	0	
DWARFExpressionTerminalDerefException	class	0	0	
DWARFExpressionTest	class	0	0	
DWARFExpressionUnsupportedOpException	class	1	0	DWARFExpressionTerminalDerefException
DWARFExpressionValueException	class	0	0	
DWARFExternalDebugFilesPlugin	class	0	1	
DWARFExternalDebugFilesPluginScreenShots	class	0	0	
DWARFFile	class	0	0	
DWARFForm	enum	0	0	
DWARFFormContext	record	0	0	
DWARFFunction	class	0	0	
DWARFFunctionFixup	interface	8	1	GolangDWARFFunctionFixup,OutputParamCheckDWARFFunctionFixup,ParamNameDWARFFunctionFixup,ParamSpillDWARFFunctionFixup,RustDWARFFunctionFixup,SanityCheckDWARFFunctionFixup,StorageVerificationDWARFFunctionFixup,ThisCallingConventionDWARFFunctionFixup
DWARFFunctionImporter	class	0	0	
DWARFFunctionImporterTest	class	0	0	
DWARFIdentifierCase	enum	0	0	
DWARFImportOptions	class	0	0	
DWARFImportSummary	class	0	0	
DWARFImporter	class	0	0	
DWARFIndirectAttribute	class	0	0	
DWARFIndirectTable	class	0	0	
DWARFIndirectTableHeader	class	4	0	DWARFAddressListHeader,DWARFLocationListHeader,DWARFRangeListHeader,DWARFStringOffsetTableHeader
DWARFInline	enum	0	0	
DWARFLengthValue	record	0	0	
DWARFLine	class	0	0	
DWARFLineContentType	enum	0	0	
DWARFLineException	class	0	0	
DWARFLineInfoCommentScript	class	0	0	
DWARFLineInfoSourceMapScript	class	0	0	
DWARFLineNumberExtendedOpcodes	class	0	0	
DWARFLineNumberStandardOpcodes	class	0	0	
DWARFLineProgramExecutor	class	0	0	
DWARFLineProgramInstruction	record	0	0	
DWARFLineProgramState	class	0	0	
DWARFLocation	class	0	0	
DWARFLocationList	class	0	0	
DWARFLocationListEntry	class	0	0	
DWARFLocationListHeader	class	0	0	
DWARFMacroDefine	class	1	0	DWARFMacroUndef
DWARFMacroEndFile	class	0	0	
DWARFMacroEnumCreator	class	0	0	
DWARFMacroHeader	class	0	0	
DWARFMacroImport	class	0	0	
DWARFMacroInfoEntry	class	5	0	DWARFMacroDefine,DWARFMacroEndFile,DWARFMacroImport,DWARFMacroStartFile,DWARFMacroUndef
DWARFMacroOpcode	enum	0	0	
DWARFMacroParsingTests	class	0	0	
DWARFMacroScript	class	0	0	
DWARFMacroStartFile	class	0	0	
DWARFMacroUndef	class	0	0	
DWARFMissingAttributeValue	class	0	0	
DWARFName	class	0	0	
DWARFNameInfoTest	class	0	0	
DWARFNumericAttribute	class	1	0	DWARFIndirectAttribute
DWARFProgram	class	0	0	
DWARFRange	class	0	0	
DWARFRangeList	class	0	0	
DWARFRangeListEntry	class	0	0	
DWARFRangeListHeader	class	0	0	
DWARFRegisterMappings	class	0	0	
DWARFRegisterMappingsManager	class	0	0	
DWARFRegisterMappingsTest	class	0	0	
DWARFSectionId	enum	0	0	
DWARFSectionProvider	interface	5	0	BaseSectionProvider,CompressedSectionProvider,DSymSectionProvider,ExternalDebugFileSectionProvider,NullSectionProvider
DWARFSectionProviderFactory	class	0	0	
DWARFSetExternalDebugFilesLocationPrescript	class	0	0	
DWARFSourceInfo	record	0	0	
DWARFSourceLanguage	class	0	0	
DWARFStaticVarImporterTest	class	0	0	
DWARFStringAttribute	class	0	0	
DWARFStringOffsetTableHeader	class	0	0	
DWARFTag	enum	0	0	
DWARFTestBase	class	10	0	DIECreatorTest,DWARFAttributeFactoryTest,DWARFDataTypeImporterTest,DWARFExpressionEvaluatorTest,DWARFExpressionTest,DWARFFunctionImporterTest,DWARFMacroParsingTests,DWARFNameInfoTest,DWARFStaticVarImporterTest,RustDWARFFunctionFixupTest
DWARFUnitHeader	class	1	0	DWARFCompilationUnit
DWARFUnitType	class	0	0	
DWARFUtil	class	0	0	
DWARFVariable	class	0	0	
DWordDataType	class	0	1	
Data	interface	8	0	DBTraceData,DBTraceDataArrayElementComponent,DBTraceDataCompositeFieldComponent,DataComponent,DataDB,PseudoData,PseudoDataComponent,UndefinedDBTraceData
DataAction1Test	class	0	0	
DataAction2Test	class	0	0	
DataAction3Test	class	0	0	
DataAction4Test	class	0	0	
DataAdapterFromDataType	interface	4	0	DBTraceData,DBTraceDataArrayElementComponent,DBTraceDataCompositeFieldComponent,UndefinedDBTraceData
DataAdapterFromSettings	interface	4	0	DBTraceData,DBTraceDataArrayElementComponent,DBTraceDataCompositeFieldComponent,UndefinedDBTraceData
DataAdapterMinimal	interface	4	0	DBTraceData,DBTraceDataArrayElementComponent,DBTraceDataCompositeFieldComponent,UndefinedDBTraceData
DataApplyOptions	class	0	0	
DataArchiveUtils	class	0	0	
DataBufferTest	class	0	0	
DataComparisonData	class	0	0	
DataComponent	class	0	0	
DataConverter	interface	4	0	BigEndianDataConverter,GhidraBigEndianDataConverter,GhidraLittleEndianDataConverter,LittleEndianDataConverter
DataDB	class	1	0	DataComponent
DataDBAdapter	class	1	0	DataDBAdapterV0
DataDBAdapterV0	class	0	0	
DataDBTest	class	0	0	
DataDegVertex	class	0	0	
DataDirectory	class	17	0	ArchitectureDataDirectory,BaseRelocationDataDirectory,BoundImportDataDirectory,COMDescriptorDataDirectory,CliMetadataDirectory,DebugDataDirectory,DefaultDataDirectory,DelayImportDataDirectory,ExceptionDataDirectory,ExportDataDirectory,GlobalPointerDataDirectory,ImportAddressTableDataDirectory,ImportDataDirectory,LoadConfigDataDirectory,ResourceDataDirectory,SecurityDataDirectory,TLSDataDirectory
DataDirectoryException	class	0	0	
DataDropOnBrowserHandler	class	0	0	
DataExplorationGraph	class	0	0	
DataFileHandle	interface	1	0	LocalDataFileHandle
DataFileItem	interface	1	0	LocalDataFileItem
DataFilteredCodeUnitIterator	class	0	0	
DataFlowGraphType	class	0	0	
DataFormatModel	interface	11	1	AddressFormatModel,BinaryFormatModel,CharacterFormatModel,DisassembledFormatModel,HexFormatModel,HexIntegerFormatModel,HexLongFormatModel,HexLongLongFormatModel,HexShortFormatModel,IntegerFormatModel,OctalFormatModel
DataGatheringParams	class	0	0	
DataGatheringParamsDialog	class	0	0	
DataGatheringParamsTest	class	0	0	
DataGatheringUtilsTest	class	0	0	
DataGraph	class	0	0	
DataGraphPlugin	class	0	1	
DataGraphPluginScreenShots	class	0	0	
DataGraphProvider	class	0	0	
DataGraphProviderTest	class	0	0	
DataHighLevelShaderLanguageSymbolInternals	class	0	0	
DataImage	class	0	0	
DataInCodeCommand	class	0	0	
DataInCodeEntry	class	0	0	
DataIterator	interface	6	0	DataFilteredCodeUnitIterator,DataKeyIterator,DataRecordIterator,DefinedDataIterator,DefinedStringIterator,WrappingDataIterator
DataKeyIterator	class	0	0	
DataLabelMarkupItemTest	class	0	0	
DataLanguageHelper	class	0	0	
DataLoadingConstraintEditor	class	1	0	AutocompletingStringConstraintEditor
DataLocationListContext	interface	1	0	DefinedStringsContext
DataManagerTest	class	0	0	
DataMatchProgramCorrelator	class	0	0	
DataMnemonicOperandFieldSearcher	class	0	0	
DataNGram	class	0	0	
DataOpenCloseManager	class	0	0	
DataOperandReferenceAnalyzer	class	0	1	
DataOrganization	interface	1	0	DataOrganizationImpl
DataOrganizationImpl	class	0	0	
DataOrganizationTestUtils	class	0	0	
DataPlugin	class	0	1	
DataPluginScreenShots	class	0	0	
DataProxy	class	0	0	
DataRecordIterator	class	0	0	
DataRefType	class	0	0	
DataReferenceGraph	class	0	0	
DataReferenceGraphDisplayListener	class	0	0	
DataReferenceGraphEventTest	class	0	0	
DataReferenceGraphTask	class	0	0	
DataReferenceGraphTaskTest	class	0	0	
DataReferenceMsSymbol	class	0	0	
DataReferenceProgramCorrelator	class	0	0	
DataReferenceProgramCorrelatorFactory	class	0	1	
DataReferenceStMsSymbol	class	0	0	
DataReferencesTest	class	0	0	
DataRowObjectCache	class	0	0	
DataRowObjectToAddressTableRowMapper	class	0	1	
DataRowObjectToProgramLocationTableRowMapper	class	0	1	
DataSearchAddressIterator	class	0	0	
DataService	interface	2	0	DataPlugin,FunctionPlugin
DataSettingsDialog	class	0	0	
DataStructureErrorHandlerFactory	class	0	0	
DataStub	class	0	0	
DataSym32	class	0	0	
DataSym32_new	class	0	0	
DataSymbolApplier	class	0	0	
DataSymbolInternals	class	0	0	
DataTable	class	1	0	ManagedDataTable
DataTableModel	class	0	0	
DataTableTest	class	0	0	
DataTag	class	0	0	
DataToAddressTableRowMapper	class	0	1	
DataToProgramLocationTableRowMapper	class	0	1	
DataToStringConverter	interface	0	0	
DataTrableRowModel	class	0	0	
DataTree	class	0	0	
DataTreeClipboardUtils	class	0	0	
DataTreeDialog	class	1	0	ProgramFileChooser
DataTreeDialogTest	class	0	0	
DataTreeDialogType	enum	0	0	
DataTreeDragNDropHandler	class	0	0	
DataTreeFlavorHandler	interface	4	0	JavaFileListHandler,LinuxFileUrlHandler,LocalTreeNodeHandler,LocalVersionInfoHandler
DataTreeHelper	class	0	0	
DataTreeNode	class	3	0	DomainFileNode,DomainFolderNode,DomainFolderRootNode
DataType	interface	174	0	AIFFDataType,AUDataType,AlignmentDataType,AndroidElfRelocationData,AndroidElfRelocationGroup,AndroidElfRelocationOffset,AndroidElfRelocationTableDataType,ArrayDB,ArrayDataType,BadDataType,BitFieldDBDataType,BitFieldDataType,BitmapResourceDataType,BooleanArray,BooleanDataType,ByteArray,ByteArrayArray,ByteDataType,CharDataType,Complex16DataType,Complex32DataType,Complex8DataType,DWordDataType,DefaultDataType,DialogResourceDataType,DoubleArray,DoubleArrayArray,DoubleComplexDataType,DoubleDataType,DwarfEncodingModeDataType,ElfDataType,ElfRelrRelocationTableDataType,EnumDB,EnumDataType,FileTimeDataType,Float10DataType,Float16DataType,Float2DataType,Float4DataType,Float8DataType
DataTypeArchive	interface	1	0	DataTypeArchiveDB
DataTypeArchiveChangeManager	interface	0	0	
DataTypeArchiveChangeSet	interface	1	0	DataTypeArchiveDBChangeSet
DataTypeArchiveContentHandler	class	0	1	
DataTypeArchiveDB	class	0	0	
DataTypeArchiveDBChangeSet	class	0	0	
DataTypeArchiveGTree	class	0	0	
DataTypeArchiveIDTest	class	0	0	
DataTypeArchiveIdDumper	class	0	0	
DataTypeArchiveLinkContentHandler	class	0	1	
DataTypeArchiveMergeManager	class	0	0	
DataTypeArchiveMergeManagerFactory	class	1	0	GhidraDataTypeArchiveMergeManagerFactory
DataTypeArchiveMergeManagerPlugin	class	0	1	
DataTypeArchiveService	interface	3	0	DataTypeManagerPlugin,DefaultDataTypeArchiveService,DefaultDataTypeManagerService
DataTypeArchiveTransformer	class	0	0	
DataTypeArchiveTransformerPanel	class	0	0	
DataTypeArchiveUtility	class	0	0	
DataTypeCellRenderer	class	0	0	
DataTypeChangeSet	interface	4	0	DBTraceChangeSet,DBTraceProgramViewChangeSet,DataTypeArchiveDBChangeSet,ProgramDBChangeSet
DataTypeChooserDialog	class	0	0	
DataTypeCleaner	class	0	0	
DataTypeCleanerTest	class	0	0	
DataTypeColumnTypeMapper	class	0	1	
DataTypeComparator	class	0	0	
DataTypeComparePanel	class	0	0	
DataTypeComponent	interface	4	0	DataTypeComponentDB,DataTypeComponentImpl,DataTypeProxyComponentDB,ReadOnlyDataTypeComponent
DataTypeComponentDB	class	1	0	DataTypeProxyComponentDB
DataTypeComponentImpl	class	0	0	
DataTypeComponentPreview	class	0	0	
DataTypeConflictHandler	class	1	0	DWARFDataTypeConflictHandler
DataTypeCopyMoveDrag2Test	class	0	0	
DataTypeCopyMoveDragTest	class	0	0	
DataTypeDB	class	7	0	ArrayDB,EnumDB,FunctionDefinitionDB,PointerDB,StructureDB,TypedefDB,UnionDB
DataTypeDBReplaceTest	class	0	0	
DataTypeDecompilerHover	class	0	0	
DataTypeDecompilerHoverPlugin	class	0	1	
DataTypeDependencyException	class	0	0	
DataTypeDependencyOrderer	class	0	0	
DataTypeDiff	class	0	0	
DataTypeDiffBuilder	class	0	0	
DataTypeDiffInput	interface	1	0	HTMLDataTypeRepresentationDiffInput
DataTypeDifferTest	class	0	0	
DataTypeDisplayOptions	interface	1	0	OptionsBasedDataTypeDisplayOptions
DataTypeDragNDropHandler	class	0	0	
DataTypeDropDownSelectionDataModel	class	0	0	
DataTypeEditorManager	class	0	0	
DataTypeEditorsScreenShots	class	0	0	
DataTypeEncodeException	class	0	0	
DataTypeGraphComparator	class	0	0	
DataTypeHelper	class	0	0	
DataTypeIDConverter	class	0	0	
DataTypeImpl	class	146	0	AIFFDataType,AUDataType,AlignmentDataType,AndroidElfRelocationData,AndroidElfRelocationGroup,AndroidElfRelocationOffset,AndroidElfRelocationTableDataType,ArrayDataType,BadDataType,BitmapResourceDataType,BooleanDataType,ByteDataType,CharDataType,Complex16DataType,Complex32DataType,Complex8DataType,DWordDataType,DefaultDataType,DialogResourceDataType,DoubleComplexDataType,DoubleDataType,DwarfEncodingModeDataType,ElfDataType,ElfRelrRelocationTableDataType,EnumDataType,FileTimeDataType,Float10DataType,Float16DataType,Float2DataType,Float4DataType,Float8DataType,FloatComplexDataType,FloatDataType,FunctionDefinitionDataType,FunctionSignatureImpl,GifDataType,GroupIconResourceDataType,GuidDataType,HTMLResourceDataType,IBO32DataType
DataTypeIndexer	class	0	0	
DataTypeInfo	class	1	0	CompositeDataTypeElementInfo
DataTypeInstance	class	0	0	
DataTypeLine	class	1	0	EmptyDataTypeLine
DataTypeListingHover	class	0	0	
DataTypeListingHoverPlugin	class	0	1	
DataTypeLocationDescriptor	class	8	0	FunctionDefinitionLocationDescriptor,FunctionParameterTypeLocationDescriptor,FunctionReturnTypeLocationDescriptor,GenericCompositeDataTypeLocationDescriptor,GenericDataTypeLocationDescriptor,MnemonicLocationDescriptor,UnionLocationDescriptor,VariableTypeLocationDescriptor
DataTypeManager	interface	7	0	BuiltInDataTypeManager,CompositeViewerDataTypeManager,DBTraceDataTypeManager,FileDataTypeManager,ProgramDataTypeManager,ProjectDataTypeManager,StandAloneDataTypeManager
DataTypeManagerChangeListener	interface	5	0	DataTypeManagerChangeListenerAdapter,DataTypeManagerChangeListenerHandler,StackEditorModel,StructureEditorModel,UnionEditorModel
DataTypeManagerChangeListenerAdapter	class	0	0	
DataTypeManagerChangeListenerHandler	class	0	0	
DataTypeManagerDB	class	7	0	BuiltInDataTypeManager,CompositeViewerDataTypeManager,DBTraceDataTypeManager,FileDataTypeManager,ProgramDataTypeManager,ProjectDataTypeManager,StandAloneDataTypeManager
DataTypeManagerDomainObject	interface	6	0	DBTrace,DBTraceProgramView,DBTraceVariableSnapProgramView,DataTypeArchiveDB,PdbStubProgram,ProgramDB
DataTypeManagerHandler	class	0	0	
DataTypeManagerOwner	interface	11	0	BuiltInArchive,DBTrace,DBTraceProgramView,DBTraceVariableSnapProgramView,DataTypeArchiveDB,FileArchive,InvalidFileArchive,PdbStubProgram,ProgramArchive,ProgramDB,ProjectArchive
DataTypeManagerPlugin	class	0	1	
DataTypeManagerPluginScreenShots	class	0	0	
DataTypeManagerPluginTest	class	0	0	
DataTypeManagerService	interface	2	0	DataTypeManagerPlugin,DefaultDataTypeManagerService
DataTypeMapper	class	1	0	GoRttiMapper
DataTypeMapperContext	interface	1	0	GoRttiMapper
DataTypeMarkupItemTest	class	0	0	
DataTypeMarkupType	class	0	0	
DataTypeMerge1Test	class	0	0	
DataTypeMerge2Test	class	0	0	
DataTypeMerge3Test	class	0	0	
DataTypeMerge4Test	class	0	0	
DataTypeMerge5Test	class	0	0	
DataTypeMerge6Test	class	0	0	
DataTypeMerge8Test	class	0	0	
DataTypeMergeConfirmationDialog	class	0	0	
DataTypeMergeErrorDialog	class	0	0	
DataTypeMergeException	class	0	0	
DataTypeMergeFixupTest	class	0	0	
DataTypeMergeManager	class	0	0	
DataTypeMergePanel	class	0	0	
DataTypeMergeUseForAllTest	class	0	0	
DataTypeMerger	class	3	0	EnumMerger,StructureMerger,UnionMerger
DataTypeMnemonicSettingsDefinition	class	0	0	
DataTypeNameComparator	class	0	0	
DataTypeNameComparatorTest	class	0	0	
DataTypeNamingUtil	class	0	0	
DataTypeNode	class	0	0	
DataTypeObjectComparator	class	0	0	
DataTypePanel	class	0	0	
DataTypeParser	class	0	0	
DataTypeParserTest	class	0	0	
DataTypePath	class	0	0	
DataTypePreview	class	0	0	
DataTypePreviewPlugin	class	0	1	
DataTypePreviewPluginScreenShots	class	0	0	
DataTypePreviewPluginTest	class	0	0	
DataTypePropertyManager	class	0	0	
DataTypeProviderContext	interface	2	0	ProgramProviderContext,ProgramStructureProviderContext
DataTypeProxyComponentDB	class	0	0	
DataTypeQueryService	interface	2	0	DataTypeManagerPlugin,DefaultDataTypeManagerService
DataTypeReference	class	0	0	
DataTypeReferenceFinder	interface	1	1	DecompilerDataTypeReferenceFinder
DataTypeSelectionDialog	class	1	0	ApplyEnumDialog
DataTypeSelectionDialogTest	class	0	0	
DataTypeSelectionEditor	class	0	0	
DataTypeSelectionTextFieldTest	class	0	0	
DataTypeSettingsDB	class	0	0	
DataTypeSettingsDialog	class	0	0	
DataTypeStringable	class	0	1	
DataTypeSymbol	class	0	0	
DataTypeSyncDialog	class	0	0	
DataTypeSyncInfo	class	0	0	
DataTypeSyncListener	interface	1	0	DataTypeSyncDialog
DataTypeSyncPanel	class	0	0	
DataTypeSyncState	enum	0	0	
DataTypeSyncTableModel	class	0	0	
DataTypeSynchronizer	class	0	0	
DataTypeTest	class	0	0	
DataTypeTestUtils	class	0	0	
DataTypeTransferable	class	0	0	
DataTypeTreeCopyMoveTask	class	0	0	
DataTypeTreeDeleteTask	class	0	0	
DataTypeTreeNode	class	9	0	ArchiveNode,ArchiveRootNode,BuiltInArchiveNode,CategoryNode,DataTypeNode,FileArchiveNode,InvalidArchiveNode,ProgramArchiveNode,ProjectArchiveNode
DataTypeUrl	class	0	0	
DataTypeUrlTest	class	0	0	
DataTypeUtilities	class	0	0	
DataTypeUtilities2Test	class	0	0	
DataTypeUtilitiesFindTest	class	0	0	
DataTypeUtilitiesTest	class	0	0	
DataTypeUtils	class	0	0	
DataTypeUtilsTest	class	0	0	
DataTypeWithCharset	interface	16	0	CharDataType,PascalString255DataType,PascalStringDataType,PascalUnicodeDataType,SignedCharDataType,StringDataType,StringUTF8DataType,TerminatedStringDataType,TerminatedUnicode32DataType,TerminatedUnicodeDataType,Unicode32DataType,UnicodeDataType,UnsignedCharDataType,WideChar16DataType,WideChar32DataType,WideCharDataType
DataTypeWriter	class	0	0	
DataTypeWriterTask	class	0	0	
DataTypeWriterTest	class	0	0	
DataTypesActionContext	class	0	0	
DataTypesProvider	class	0	0	
DataTypesSarifMgr	class	0	0	
DataTypesSarifTest	class	0	0	
DataTypesSearchAndReplaceHandler	class	0	1	
DataTypesSearchAndReplaceTest	class	0	0	
DataTypesXmlMgr	class	0	0	
DataUtilities	class	0	0	
DataUtilitiesTest	class	0	0	
DataValidationOptions	class	0	0	
DataVertex	class	0	0	
DataVertexPanel	class	0	0	
DataWindowContext	class	0	0	
DataWindowFilterDialog	class	0	0	
DataWindowPlugin	class	0	1	
DataWindowPluginScreenShots	class	0	0	
DataWindowPluginTest	class	0	0	
DataWindowProvider	class	0	0	
Database	class	3	0	PackedDatabase,PrivateDatabase,VersionedDatabase
DatabaseBenchMarks	class	0	0	
DatabaseInfo	class	0	0	
DatabaseInformation	class	0	0	
DatabaseItem	interface	2	0	LocalDatabaseItem,RemoteDatabaseItem
DatabaseRangeMapAdapter	class	0	0	
DatabaseTableUtils	class	0	0	
DatabaseUtils	class	0	0	
DatabaseVersionException	class	0	0	
DataflowAnalysesTest	class	0	0	
DatatypeCategorySearchAndReplaceHandler	class	0	1	
DatatypeFilter	interface	3	0	HomogeneousAggregate,MetaTypeFilter,SizeRestrictedFilter
DatatypeMatchFilter	class	0	0	
DateBSimFilterType	class	2	0	DateEarlierBSimFilterType,DateLaterBSimFilterType
DateColumnConstraintProvider	class	0	1	
DateColumnTypeMapper	class	0	1	
DateConstraintTest	class	0	0	
DateEarlierBSimFilterType	class	0	0	
DateEditor	class	0	0	
DateLaterBSimFilterType	class	0	0	
DateRangeConstraintEditor	class	0	0	
DateRangeConstraintEditorTest	class	0	0	
DateSpinner	class	0	0	
DateUtils	class	0	0	
DateUtilsTest	class	0	0	
DateValueConstraintEditor	class	0	0	
DbCache	class	1	0	CodeUnitCache
DbFactory	interface	1	0	DebuggerFactoryAdapter
DbObject	class	55	0	ArrayDB,BigRefListV0,BookmarkDB,CategoryDB,ClassSymbol,CodeSymbol,DBAnnotatedObject,DBTraceClassSymbol,DBTraceEquate,DBTraceGuestPlatform,DBTraceGuestPlatformMappedRange,DBTraceLabelSymbol,DBTraceMemoryBlockEntry,DBTraceMemoryBufferEntry,DBTraceNamespaceSymbol,DBTraceObject,DBTraceObjectValueData,DBTraceObjectValueNode,DBTraceSnapshot,DBTraceStaticMapping,DataComponent,DataDB,EnumDB,EquateDB,EquateRefDB,FragmentDB,FunctionDB,FunctionDefinitionDB,FunctionRecord,FunctionSymbol,FunctionTagDB,GlobalVariableSymbolDB,InstructionDB,IntPropertyMapDB,LibrarySymbol,LongPropertyMapDB,MarkupItemStorageDB,ModuleDB,NamespaceSymbol,ObjectPropertyMapDB
DbSmallTableModel	class	0	0	
DbViewer	class	0	0	
DbViewerComponent	class	0	0	
DbViewerPlugin	class	0	1	
DbViewerPluginScreenShots	class	0	0	
DbViewerProvider	class	0	0	
DbgEngCommandsTest	class	0	0	
DbgEngConnectorsTest	class	0	0	
DbgEngHooksTest	class	0	0	
DbgEngMethodsTest	class	0	0	
DbgEngVersionTest	class	0	0	
DbgLoader	class	0	1	
DbgMsgTracer	class	0	0	
DbgengDebuggerPlatformOpinion	class	0	1	
DbgengX64DisassemblyInject	class	0	1	
DeadEndNode	class	0	0	
DeadFlatDebuggerAPITest	class	0	0	
DebRecognizer	class	0	1	
DebouncedRowWrappedEnumeratedColumnTableModel	class	0	0	
DebugCOFFLineNumber	class	0	0	
DebugCOFFSymbol	class	0	0	
DebugCOFFSymbolAux	class	0	0	
DebugCOFFSymbolTable	class	0	0	
DebugCOFFSymbolsHeader	class	0	0	
DebugCodeView	class	0	0	
DebugCodeViewConstants	interface	0	0	
DebugCodeViewSymbolTable	class	0	0	
DebugData	class	0	0	
DebugDataDirectory	class	0	0	
DebugDecompilerAction	class	0	0	
DebugDirectory	class	0	0	
DebugDirectoryParser	class	0	0	
DebugFileProvider	interface	4	0	BuildIdDebugFileProvider,LocalDirDebugInfoDProvider,LocalDirDebugLinkProvider,SameDirDebugInfoProvider
DebugFileStorage	interface	1	0	LocalDirDebugInfoDProvider
DebugFixup	class	0	0	
DebugFixupElement	class	0	0	
DebugFrameSection	class	0	0	
DebugHeader	class	1	0	RvaVaDebugHeader
DebugInfo	class	0	0	
DebugInfoEntry	class	0	0	
DebugInfoItem	class	0	0	
DebugInfoOpcodes	class	0	0	
DebugInfoProvider	interface	6	0	BuildIdDebugFileProvider,DisabledDebugInfoProvider,HttpDebugInfoDProvider,LocalDirDebugInfoDProvider,LocalDirDebugLinkProvider,SameDirDebugInfoProvider
DebugInfoProviderCreatorContext	record	0	0	
DebugInfoProviderRegistry	class	0	0	
DebugInfoProviderStatus	enum	0	0	
DebugInfoStateMachineReader	class	0	0	
DebugMisc	class	0	0	
DebugShape	class	0	0	
DebugSignature	class	3	0	BlockSignature,CopySignature,VarnodeSignature
DebugSleighInstructionParse	class	0	0	
DebugStateMachineOpCodes	class	0	0	
DebugStateX86_32	class	0	0	
DebugStateX86_64	class	0	0	
DebugStatus	enum	0	0	
DebugStreamProvider	interface	1	0	HttpDebugInfoDProvider
DebugSymbol	class	18	0	DataSym32,DataSym32_new,S_ALIGN,S_BLOCK32,S_BPREL32_NEW,S_COMPILE,S_CONSTANT32,S_DATAREF,S_END,S_GDATA32_NEW,S_GPROC32_NEW,S_LABEL32,S_LDATA32_NEW,S_OBJNAME,S_PROCREF,S_UDT32,S_UDT32_NEW,UnknownSymbol
DebugSymbolSelector	class	0	0	
DebugUtils	class	0	0	
DebuggerAddMappingDialog	class	0	0	
DebuggerAddRegionDialog	class	0	0	
DebuggerAddressTranslator	interface	2	0	DebuggerStaticMappingContext,DebuggerStaticMappingServicePlugin
DebuggerAutoMappingService	interface	1	0	DebuggerModulesProvider
DebuggerAutoReadMemoryAction	interface	0	0	
DebuggerAvailableRegistersActionContext	class	0	0	
DebuggerAvailableRegistersDialog	class	0	0	
DebuggerBlockChooserDialog	class	0	0	
DebuggerBreakpointLocationsActionContext	class	0	0	
DebuggerBreakpointMarkerPlugin	class	0	1	
DebuggerBreakpointMarkerPluginScreenShots	class	0	0	
DebuggerBreakpointStateTableCellEditor	class	0	0	
DebuggerBreakpointStateTableCellRenderer	class	0	0	
DebuggerBreakpointsPlugin	class	0	1	
DebuggerBreakpointsPluginScreenShots	class	0	0	
DebuggerBreakpointsProvider	class	0	0	
DebuggerByteSource	class	0	0	
DebuggerConsolePlugin	class	0	1	
DebuggerConsolePluginScreenShots	class	0	0	
DebuggerConsoleProvider	class	0	0	
DebuggerConsoleProviderTest	class	0	0	
DebuggerConsoleService	interface	1	0	DebuggerConsolePlugin
DebuggerControlPlugin	class	0	1	
DebuggerControlPluginTest	class	0	0	
DebuggerControlService	interface	1	0	DebuggerControlServicePlugin
DebuggerControlServiceGuestTest	class	0	0	
DebuggerControlServicePlugin	class	0	1	
